dbid,subject,experiment,session,condition,lm_scenarios,tm_scenarios,ls_n,lt_n,ts_n,tt_n,d_n,ls_t,lt_t,ts_t,tt_t,d_t,d_t_2,linear_time,triangular_time,draw_time,totalTime,LM_T_M,TM_T_M,DT_T_M,TOTAL_T_M,DIFF_T_M,linear_score,triangular_score,score_diff,time_diff,totalScore,AGE,COUNTRY,LANGUAGE,EDUCATION,MAJOR,GENDER,PREFERENCE,Rater,Graph Type,Graph Description (if other),X Axis,Y Axis,Graph Title,Data Point Labels,X Gridlines,Y Gridlines,Point Triangles,X-Axis Scale,Y-Axis Scale,Flag for Review,Points,DRAW_SCORE,ARF,Select each item that is labelled in the graph,Comments
58e45c2bd46cc6fa347e5ae6,1DJQB,experiment,lima,4,longmire,axis,5,7,3,8,2,240609,632656,203166,511657,200272,941727,873265,714823,1141999,3085555,14.55,11.91,19.03,51.43,2.64,12,11,-1,158442,25,21,Mexico,Spanish,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular (asymmetric),,Time,Trial #,Patient Schedule,Yes,None,None,Yes,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45c2bd46cc6fa347e5af4,206ZK,experiment,lima,1,axis,longmire,3,6,4,4,0,114073,221715,94052,379532,132615,649378,335788,473584,781993,1904813,5.6,7.89,13.03,31.75,-2.3,9,8,-1,-137796,17,20,USA,English,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time of Appt (Start & End),Duration (Hrs),Dr. James Appointment Times,Yes,None,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5ae4,40XZB,experiment,lima,1,longmire,axis,4,3,1,3,0,182273,584583,630185,545670,1390182,291427,766856,1175855,1681609,3967033,12.78,19.6,28.03,66.12,-6.82,7,4,-3,-408999,11,25,USA,Other,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular (right angle),,Start Time,Duration (in hours),Patient Schedule,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, E2, F3, H3, J4",9,,"Start time, End time, Duration, Patient #",incorrectly calculated that C1 duration was 2 hours instead of 3 hours
58e45c2bd46cc6fa347e5af8,42RUW,experiment,lima,4,longmire,axis,4,6,2,5,0,105075,452398,268984,527931,38102,625545,557473,796915,663647,2291986,9.29,13.28,11.06,38.2,-3.99,10,7,-3,-239442,17,20,Korea,Other,Second,Fine Arts,Female,the second one (triangular),Hazel,Triangular,,Time,NA,Start and End Time & Patients per Time,Yes,None,None,Yes,1/2 hour,NA,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #","did not label the y-axis, but seemed to still follow the TM y-axis duration and plotted points correctly"
58e45c2bd46cc6fa347e5afc,452JP,experiment,lima,1,longmire,axis,4,5,1,0,0,285326,447863,163648,501743,482930,199680,733189,665391,682610,2848353,12.22,11.09,11.38,47.47,1.13,9,1,-8,67798,10,19,China,Mandarin or Cantonese,First,Math or Computer Sciences,Female,the first one (linear,Hazel,Triangular,,Start/End Time,Duration hours),Patient Scheduling,Yes,None,None,Yes,1 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #","left a gap in the middle of the graph; had 2 12PM time plots on the x-axis (leading to the gap in the middle, creating a noncontinuous graph)"
58e45c2bd46cc6fa347e5af1,53E5K,experiment,lima,1,longmire,axis,4,5,0,6,1,101776,309764,217167,340931,136683,491150,411540,558098,627833,2181598,6.86,9.3,10.46,36.36,-2.44,9,6,-3,-146558,16,18,China,Mandarin or Cantonese,First,Math or Computer Sciences,Male,the second one (triangular),Hazel,Triangular,,Time,Duration,James' Patient Schedule,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, E2, F3, H3, J4",9,,"Start time, End time, Duration, Patient #","subject corrects the C1 ""incorrect point"" to the correct tiral number while they label the y-axis as duraton"
58e45c2bd46cc6fa347e5af2,9ZW9M,reverse,lima,4,longmire,axis,5,8,2,5,2,105691,422587,167761,333856,549648,216589,528278,501617,766237,2141654,8.8,8.36,12.77,35.69,0.44,13,7,-6,26661,22,21,USA,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Start & End Time,# of Hours (interval),Patient Scheduling,Yes,Pyramid grid,None,No,1/2 hour,"Starts 1/2 hour, changes to 15 min",No,"A1, I4, J4",3,,"Start time, End time, Duration, Patient #","labeled y-axis intervals inconsistently, led to incorrect point plots"
58e45c2bd46cc6fa347e5af5,B23GR,experiment,lima,4,longmire,axis,4,6,3,9,1,122107,395127,155657,300196,202199,605034,517234,455853,807233,2129981,8.62,7.6,13.45,35.5,1.02,10,12,2,61381,23,20,USA,English,Third,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Time,# of hours,Experimental-Patient Schedules: Hours & Types,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45c2bd46cc6fa347e5aed,D1Y3M,reverse,lima,4,axis,longmire,5,4,5,5,2,162357,303173,247710,434448,123614,630564,465530,682158,754178,2205090,7.76,11.37,12.57,36.75,-3.61,9,10,1,-216628,21,21,USA,Mandarin or Cantonese,Fourth,Natural Sciences,Female,the second one (triangular),Hazel,Triangular (asymmetric),,Time,Trial #,Patient Schedule,Yes,None,None,Yes,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45c2bd46cc6fa347e5af6,EU0SL,experiment,lima,3,axis,longmire,5,8,2,2,2,152128,362189,252189,678486,636963,49186,514317,930675,686149,2467801,8.57,15.51,11.44,41.13,-6.94,13,4,-9,-416358,19,20,Korea,Other,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular (right angle),,Start/End time,Duration (# of Hours),Jones Lab Clinical Trials Data,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #, Trial #",
58e45c2bd46cc6fa347e5ae8,HJ1HN,experiment,lima,1,longmire,axis,4,5,3,4,1,178983,548138,323697,430732,170016,975276,727121,754429,1145292,3017807,12.12,12.57,19.09,50.3,-0.46,9,7,-2,-27308,17,19,USA,Spanish,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Start and End Time,Duration (hours),Patient Schedule Intervals,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5af9,HQRRA,experiment,lima,1,longmire,axis,3,6,1,1,0,336657,985977,311847,679620,389090,84401,1322634,991467,473491,3270982,22.04,16.52,7.89,54.52,5.52,9,2,-7,331167,11,21,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time of Day,Hours (duration),Clinical Trials,Yes,Pyramid grid,None,Yes,1 hour,1 hour,Yes,,0,,"Start time, End time, Duration, Patient #","Only 1 data point drawn, which was incorrectly plotted"
58e45c2bd46cc6fa347e5aea,KX6W7,reverse,lima,4,longmire,axis,4,6,5,9,2,143171,582570,203856,392099,102021,713824,725741,595955,815845,2427338,12.1,9.93,13.6,40.46,2.16,10,14,4,129786,26,19,USA,English,First,Social Sciences (incl. CogSci),Female,the second one (triangular),Hazel,Triangular,,Appointment Start and End time,Trial #,Appointment Time Per Trial Number,Yes,None,None,Yes,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, E2, F3, H3, J4",9,,"Start time, End time, Patient #, Trial #",
58e45c2bd46cc6fa347e5aff,N87KU,experiment,lima,1,axis,longmire,5,8,3,6,1,119716,277879,167874,283856,81729,559891,397595,451730,641620,1782282,6.63,7.53,10.69,29.7,-0.9,13,9,-4,-54135,23,19,India,Other,Second,Biomedical & Health Sciences,Male,the second one (triangular),Hazel,Triangular,,Time,Duration,Patient Scheduling,Yes,Pyramid grid,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5af7,R7ORQ,reverse,lima,4,longmire,axis,4,6,3,3,0,96389,294984,145711,251399,164872,522766,391373,397110,687638,1804003,6.52,6.62,11.46,30.07,-0.1,10,6,-4,-5737,16,19,USA,English,First,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular (asymmetric),,Start/End Time,Trial #,Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,Trial #,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #, Trial #",
58e45c2bd46cc6fa347e5ae5,SL5GG,reverse,lima,1,axis,longmire,2,3,3,4,1,171843,461452,271822,494431,1214616,138672,633295,766253,1353288,3062240,10.55,12.77,22.55,51.04,-2.22,5,7,2,-132958,13,20,USA,English,Third,Biomedical & Health Sciences,Female,the first one (linear,Hazel,Triangular,,Start and End Time,Duration,Patient Schedule,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5aeb,T08QA,experiment,lima,4,longmire,axis,4,6,4,6,2,144151,514951,185241,454130,135398,599481,659102,639371,734879,2442199,10.99,10.66,12.25,40.7,0.33,10,10,0,19731,22,20,USA,English,Third,Biomedical & Health Sciences,Female,the second one (triangular),Hazel,Triangular,,Time of Day (am/pm),Duration,NA,Yes,Pyramid grid,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",didn't label the y-axis
58e45c2bd46cc6fa347e5af0,VG4GF,experiment,lima,1,axis,longmire,4,6,5,8,2,132559,233141,180518,378039,112663,466969,365700,558557,579632,1842588,6.1,9.31,9.66,30.71,-3.21,10,13,3,-192857,25,19,USA,English,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time of Day (hours),Duration (hours),James' Appointment Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5aef,VZJRM,reverse,lima,0,axis,longmire,4,8,3,8,2,147796,248842,125326,318884,507158,85949,396638,444210,593107,1778083,6.61,7.4,9.89,29.63,-0.79,12,11,-1,-47572,25,19,Taiwan,Mandarin or Cantonese,First,Biomedical & Health Sciences,Female,the first one (linear,Hazel,Triangular,,Time (start/end),NA cut off,Jane's Lab Schedule,Yes,None,None,No,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5aee,WFZSV,reverse,lima,1,longmire,axis,4,9,2,10,1,142666,592299,409694,538350,161642,688369,734965,948044,850011,3034873,12.25,15.8,14.17,50.58,-3.55,13,12,-1,-213079,26,18,China,Mandarin or Cantonese,First,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time,Duration,Patient Scheduling,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, F3, H3, J4",9,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5afb,XJH0T,experiment,lima,3,axis,longmire,3,9,4,8,2,149580,250953,167924,258598,94708,592696,400533,426522,687404,1801278,6.68,7.11,11.46,30.02,-0.43,12,12,0,-25989,26,20,USA,English,Second,Social Sciences (incl. CogSci),Female,the first one (linear,Hazel,Triangular,,Time,Hours Needed,Patient Scheduling,Yes,None,None,Yes,1/2 hour,15 minutes,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5ae9,Y4D6B,experiment,lima,1,longmire,axis,5,9,5,8,2,171416,480845,215843,375828,573451,291639,652261,591671,865090,2480247,10.87,9.86,14.42,41.34,1.01,14,13,-1,60590,29,18,USA,English,First,Engineering,Male,the second one (triangular),Hazel,Triangular,,Time Start/End (Time of Day),Hours for the appointment,James Patient Scheduling,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5afd,Z2MDK,experiment,lima,3,axis,longmire,3,9,4,7,1,222875,246556,196825,430994,283887,611849,469431,627819,895736,2338888,7.82,10.46,14.93,38.98,-2.64,12,11,-1,-158388,24,23,USA,English,Fourth,Biomedical & Health Sciences,Male,the first one (linear,Hazel,Triangular,,Start/End Time,Duration,NA cut off,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45c2bd46cc6fa347e5aec,ZZUMG,experiment,lima,4,longmire,axis,5,8,5,9,2,147357,341053,145956,334145,97233,785373,488410,480101,882606,2307594,8.14,8,14.71,38.46,0.14,13,14,1,8309,29,21,China,Mandarin or Cantonese,Third,Social Sciences (incl. CogSci),Male,the second one (triangular),Hazel,Triangular,,Time,Duration/ h,Patients Appointment Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e524f,14F0J,reverse,mike,0,axis,longmire,5,9,4,9,1,184537,525564,203201,538494,115672,836962,710101,741695,952634,2836944,11.84,12.36,15.88,47.28,-0.53,14,13,-1,-31594,28,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Time (start and end time),Duration (hours),Triangular Interval Graph,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e525a,18MDU,reverse,mike,4,longmire,axis,4,9,3,7,1,111682,448309,194760,365850,145057,475250,559991,560610,620307,2188536,9.33,9.34,10.34,36.48,-0.01,13,10,-3,-619,24,19,USA,Spanish,First,Fine Arts,Female,the first one (linear,Evan,Triangular,,Time (hours),Number of hours,James Experiment Schedule Times,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45befd46cc6fa347e5264,59BNT,experiment,mike,2,axis,longmire,3,9,5,9,2,159846,302849,254973,408967,123515,890651,462695,663940,1014166,2548463,7.71,11.07,16.9,42.47,-3.35,12,14,2,-201245,28,20,USA,English,Second,Social Sciences (incl. CogSci),Male,the first one (linear,Evan,Triangular,,Time of Day (in hours),hours in trial,Time schedule for trials,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45befd46cc6fa347e5254,6SESR,reverse,mike,1,axis,longmire,5,8,4,7,2,128364,334329,193805,441002,98961,919362,462693,634807,1018323,2543558,7.71,10.58,16.97,42.39,-2.87,13,11,-2,-172114,26,20,USA,English,Third,Biomedical & Health Sciences,Female,the second one (triangular),Evan,Triangular,,Time,Hours,Patient Scheduling,Yes,Pyramid grid,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45befd46cc6fa347e5261,6Y878,reverse,mike,1,longmire,axis,4,4,0,0,1,116572,161067,200148,345763,369986,62459,277639,545911,432445,1647305,4.63,9.1,7.21,27.46,-4.47,8,0,-8,-268272,9,18,USA,English,First,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,Time of day,NA CUT OFF,NA,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,some labels/axis look cut off!
58e45befd46cc6fa347e525e,7L5E7,reverse,mike,0,axis,longmire,5,7,5,9,2,118401,289762,210797,386476,103007,445660,408163,597273,548667,2038959,6.8,9.95,9.14,33.98,-3.15,12,14,2,-189110,28,20,China,Mandarin or Cantonese,Second,Math or Computer Sciences,Male,the second one (triangular),Evan,Triangular,,Time,Duration,Patient Scheduling,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e525d,88WRE,reverse,mike,0,axis,longmire,4,6,1,1,1,135724,298553,195712,597422,731139,69918,434277,793134,801057,2527063,7.24,13.22,13.35,42.12,-5.98,10,2,-8,-358857,13,18,INDIA,Other,First,Math or Computer Sciences,Male,the second one (triangular),Evan,Triangular (right angle),,NA,NA,NA,Yes,Complete grid,None,No,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,Not sure if this is classified as right triangular if the end-time lines do not match the correct end time
58e45befd46cc6fa347e5253,9SXEO,experiment,mike,1,longmire,axis,5,8,3,7,2,215983,449087,342013,346680,344348,1175685,665070,688693,1520033,3315073,11.08,11.48,25.33,55.25,-0.39,13,10,-3,-23623,25,19,Dominican Republic,Mandarin or Cantonese,First,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular,,START & END TIMES,# hours (duration),James Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e5263,AHBJE,reverse,mike,4,longmire,axis,3,7,3,6,1,89023,370534,124537,274288,73161,793097,459557,398825,866258,2161173,7.66,6.65,14.44,36.02,1.01,10,9,-1,60732,20,20,USA,English,Third,Biomedical & Health Sciences,Male,the second one (triangular),Evan,Triangular,,Start & End Times,Length of Appointment (hours),James patient scheduling times,Yes,None,None,No,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",
58e45befd46cc6fa347e524b,AJO2K,reverse,mike,4,axis,longmire,4,6,5,6,2,107368,279402,171880,497897,213812,1211346,386770,669777,1425158,2840748,6.45,11.16,23.75,47.35,-4.72,10,11,1,-283007,23,20,England,English,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Time,Patient,Appointment Times,Yes,None,None,Yes,1/2 hour,PATIENT,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Patient #, Trial #",This person concentrated on showing the patient/trial number. They labeled the y-axis with patient and then had a very interesting-looking key for trials.
58e45befd46cc6fa347e5257,DB8P9,reverse,mike,2,longmire,axis,4,9,3,8,1,123366,365533,259937,304442,119053,795118,488899,564379,914171,2392044,8.15,9.41,15.24,39.87,-1.26,13,11,-2,-75480,25,27,USA,English,Third,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time,Patient #,Patient Schedule Times,Yes,Pyramid grid,None,Yes,1/2 hour,Patient #,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,Used a slanted y-axis
58e45befd46cc6fa347e5251,E43B1,experiment,mike,0,axis,longmire,3,9,5,7,0,227606,537096,195974,597223,230819,877196,764702,793197,1108015,3214042,12.75,13.22,18.47,53.57,-0.47,12,12,0,-28495,24,21,USA,Spanish,Fourth,Social Sciences (incl. CogSci),Male,the first one (linear,Evan,Triangular,,Time,Duration (hours),Patient Scheduling,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e525f,G7PG5,reverse,mike,0,axis,longmire,3,5,5,7,1,117516,456260,261151,474535,161009,362547,573776,735686,523556,2278848,9.56,12.26,8.73,37.98,-2.7,8,12,4,-161910,21,21,USA,Spanish,Fourth,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Start/end time,Hours,Patient Scheduling Data,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",
58e45befd46cc6fa347e5255,GP70L,experiment,mike,2,axis,longmire,3,8,3,8,2,131387,244291,167022,393453,282068,281475,375678,560475,563543,1951516,6.26,9.34,9.39,32.53,-3.08,11,11,0,-184797,24,19,USA,English,Second,Math or Computer Sciences,Male,the second one (triangular),Evan,Triangular,,Time,NA CUT OFF,Patient Data,Yes,None,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,axis/labels cut off
58e45befd46cc6fa347e525b,GQN1V,reverse,mike,3,axis,longmire,4,6,5,8,1,153596,333974,273240,458296,127392,410063,487570,731536,537455,2138235,8.13,12.19,8.96,35.64,-4.07,10,13,3,-243966,24,18,Thailand,English,First,Natural Sciences,Female,the first one (linear,Evan,Triangular,,Time (start & end),NA,Time (start & end) vs Duration,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",Y-axis might be cut off
58e45befd46cc6fa347e5239,M5B60,reverse,mike,4,longmire,axis,5,9,4,8,1,137296,339417,250852,331759,903443,163419,476713,582611,1066862,2511535,7.95,9.71,17.78,41.86,-1.76,14,12,-2,-105898,27,19,USA,English,Second,Social Sciences (incl. CogSci),Other,the second one (triangular),Evan,Triangular,,Time,Hours,Patient Scheduling Data,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,Patient #,
58e45befd46cc6fa347e5248,NNQMR,reverse,mike,0,axis,longmire,5,4,2,3,1,142992,325272,187185,604072,167217,634006,468264,791257,801223,2475607,7.8,13.19,13.35,41.26,-5.38,9,5,-4,-322993,15,25,Sri Lanka,Other,Fourth,Social Sciences (incl. CogSci),Male,the second one (triangular),Evan,Triangular (right angle),,Start & End Time (Time of Day),Duraiton (hrs),NA,Yes,None,None,No,1/2 hour,15 minutes,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e5258,NTST8,reverse,mike,1,axis,longmire,5,7,2,6,0,141351,347186,195769,533071,175861,400426,488537,728840,576287,2204169,8.14,12.15,9.6,36.74,-4.01,12,8,-4,-240303,20,21,USA,Spanish,Fourth,Social Sciences (incl. CogSci),Male,the first one (linear,Evan,Triangular,,Start/end times,NA CUT OFF,Appointments for James,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",labels/axis cut off
58e45befd46cc6fa347e5262,P307J,reverse,mike,1,longmire,axis,4,7,2,7,0,178978,580734,667514,483595,143577,879972,759712,1151109,1023549,3364638,12.66,19.19,17.06,56.08,-6.52,11,9,-2,-391397,20,19,USA,Spanish,First,Biomedical & Health Sciences,Male,the first one (linear,Evan,Triangular (asymmetric),,time,duration (hours),Patient appointment times,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e5237,PR9HV,experiment,mike,2,axis,longmire,5,4,2,7,1,298105,618511,351794,735665,285114,960641,916616,1087459,1245755,3690372,15.28,18.12,20.76,61.51,-2.85,9,9,0,-170843,19,19,China,Mandarin or Cantonese,First,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Time of Day,Duration (hr),James Patient Schedule,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e5249,UBU1J,reverse,mike,3,axis,longmire,5,7,2,2,2,169202,345360,236272,1034521,152454,1132991,514562,1270793,1285445,3566683,8.58,21.18,21.42,59.44,-12.6,12,4,-8,-756231,18,20,China,Mandarin or Cantonese,Second,Biomedical & Health Sciences,Female,the first one (linear,Evan,Triangular (right angle),,Start & End Time,Duration,Patients Time Schedule,Yes,Pyramid grid,None,Yes,1/2 hour,15 minutes,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e5260,VVNY9,reverse,mike,4,longmire,axis,4,8,4,10,2,78425,428092,110742,221747,72387,583314,506517,332489,655701,2010913,8.44,5.54,10.93,33.52,2.9,12,14,2,174028,28,21,Colombia,Spanish,Third,Social Sciences (incl. CogSci),Female,the second one (triangular),Evan,Triangular,,Time,Duration,Start and End Times of Patients and their Trial Numbers,Yes,None,None,Yes,1/2 hour,1/2 hour,Yes,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #, Trial #",They used shading to show which trial a subject was in. They also shaded for overlap conflicts.
58e45befd46cc6fa347e524e,WMC7L,reverse,mike,0,axis,longmire,5,8,2,3,2,119416,312408,213442,651289,142096,528567,431824,864731,670663,2532064,7.2,14.41,11.18,42.2,-7.22,13,5,-8,-432907,20,21,USA,English,Fourth,Social Sciences (incl. CogSci),Female,the first one (linear,Evan,Triangular,,Start & End Time,Duration (hours),Patient Scheduling,Yes,None,None,No,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Duration, Patient #",
58e45befd46cc6fa347e5256,WN45J,reverse,mike,2,longmire,axis,4,10,4,9,2,110068,428614,214966,422818,94820,787377,538682,637784,882197,2587137,8.98,10.63,14.7,43.12,-1.65,14,13,-1,-99102,29,20,China,Mandarin or Cantonese,First,Math or Computer Sciences,Male,the second one (triangular),Evan,Triangular,,Time,Duration (hrs),Patient Schedule,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e5243,WXTMW,reverse,mike,3,longmire,axis,4,8,3,5,1,127446,491709,249524,440329,1496901,141684,619155,689853,1638585,3685510,10.32,11.5,27.31,61.43,-1.18,12,8,-4,-70698,21,1984,USA,English,Third,Social Sciences (incl. CogSci),Male,the first one (linear,Evan,Triangular,,Start/End Time,Hrs,Schedule check: James,Yes,None,None,Yes,1/2 hour,1/2 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Start time, End time, Patient #",
58e45befd46cc6fa347e524d,XN2WE,reverse,mike,1,longmire,axis,5,8,4,8,1,164653,586120,323420,408704,812004,68020,750773,732124,880024,2880295,12.51,12.2,14.67,48,0.31,13,12,-1,18649,26,20,China,Mandarin or Cantonese,Second,Biomedical & Health Sciences,Male,the second one (triangular),Evan,Triangular,,TIME,Duration / hrs,Arrangement of Client,Yes,Pyramid grid,None,Yes,1 hour,1 hour,No,"A1, D2, B1, G3, I4, C1, E2, F3, H3, J4",10,,"Duration, Patient #",
58e45befd46cc6fa347e5252,YJRLT,experiment,mike,0,longmire,axis,5,8,1,1,1,109426,396600,312848,437067,72347,848203,506026,749915,920550,2586487,8.43,12.5,15.34,43.11,-4.06,13,2,-11,-243889,16,19,USA,English,Second,Social Sciences (incl. CogSci),Male,the first one (linear,Evan,Triangular (right angle),,Start time & End time,Duration in hours,James' Schedule,Yes,Pyramid grid,Horizontal,Yes,1/2 hour,1/2 hour,Yes,,0,,"Start time, End time, Duration, Patient #","Right-triangular like model, but none of the end times are correct"
